,단어,부정,긍정
1580,▁다이어트,-0.021999847,0.026970705
1581,▁다저스,-0.005170347,-0.0012363973
1582,▁다저스는,0.031010099,0.0035096654
1583,▁다짐,0.06645334,-0.00859057
1584,▁다하겠다,0.014460181,0.050493624
1585,▁단,-0.019956017,-0.015020084
1586,▁단계,-0.01158394,0.04945438
1587,▁단기,-0.0150879845,-0.010832743
1588,▁단독,-0.015755612,-0.004555284
1589,▁단말기,0.01651576,-0.0008996385
1590,▁단속,0.043733973,0.016870072
1591,▁단순,0.0071753217,-0.042206094
1592,▁단장,0.037780486,-0.00023751147
1593,▁단지,0.07384883,0.039803524
1594,▁단체,0.00051430054,-0.03028182
1595,▁단축,-0.008263238,-0.024464434
1596,▁단행,0.012008663,0.019537423
1597,▁달,0.028108932,-0.06057643
1598,▁달라,0.0043844143,0.011660381
1599,▁달러,-0.0018048077,0.033982888
1600,▁달려,-0.0006728298,-0.0523929
1601,▁달리,-0.037210025,-0.041041583
1602,▁달성,0.02019314,0.016398251
1603,▁달아,-0.0036953664,-0.036503166
1604,▁달하는,-0.026495263,0.011826098
1605,▁달한다,0.0373949,0.021419829
1606,▁닮은,0.041175008,0.0033390392
1607,▁담,0.010076927,0.032516245
1608,▁담겨,-0.007983267,0.047106437
1609,▁담긴,-0.040438592,0.015594831
1610,▁담당,-0.020495817,-0.0054436005
1611,▁담배,-0.0008072341,-0.0029432178
1612,▁담보,0.012693286,-0.028980672
1613,▁담아,0.016717698,0.06354756
1614,▁담은,-0.01544428,0.055277273
1615,▁답,-0.022502458,-0.021114336
1616,▁답변,0.0052861897,0.0032401064
1617,▁답했다,0.0050260117,-0.008178074
1618,▁당,-0.025130915,-0.0067070536
1619,▁당국,0.024528213,0.041778587
1620,▁당기순이익,-0.0045120046,-0.03760796
1621,▁당부했다,0.01051807,0.027913293
1622,▁당분간,0.008273968,-0.008711031
1623,▁당사자,0.039896596,0.033196196
1624,▁당선,0.055251542,0.007377878
1625,▁당선인,0.020812856,-0.013974066
1626,▁당시,0.004006965,-0.012894389
1627,▁당연히,-0.022958515,-0.036049098
1628,▁당장,-0.020133965,-0.016260898
1629,▁당첨,0.035449784,-0.010054474
1630,▁당초,0.008213757,-0.053161003
1631,▁당했다,0.044333935,0.06539959
1632,▁당황,0.053071126,0.0029252525
1633,▁대,-0.014488439,0.016326878
1634,▁대거,-0.0026400406,-0.02534943
1635,▁대결,0.034916356,0.0006538788
1636,▁대구,0.033196736,-0.026173614
1637,▁대규모,-0.0012219399,0.0067412523
1638,▁대기,-0.005479088,-0.029042138
1639,▁대기업,0.0025340496,-0.019124508
1640,▁대다수,-0.04074517,0.028469063
1641,▁대단,0.023799678,-0.02119715
1642,▁대답,0.048195533,0.00029071234
1643,▁대리점,0.002216654,0.017890967
1644,▁대만,0.0100099435,-0.048685014
1645,▁대법원,0.01676459,0.0015314799
1646,▁대변인,0.0083854105,0.0129466895
1647,▁대부분,-0.03506728,0.019413205
1648,▁대북,0.008709939,-0.022593727
1649,▁대비,0.012194721,0.021459205
1650,▁대사,0.0032044384,0.08761683
1651,▁대상,-0.035176463,0.0862733
1652,▁대상으로,-0.0039769635,0.06464326
1653,▁대상자,0.0015855255,0.061225876
1654,▁대선,0.041103736,-0.035776313
1655,▁대신,-0.016014174,-0.008142339
1656,▁대안,0.037800007,0.04165869
1657,▁대외,0.026409548,-0.012478603
1658,▁대우,0.04027456,-0.001118728
1659,▁대응,0.021162579,0.015746195
1660,▁대전,-0.007320203,-0.03304801
1661,▁대중,-0.029666206,-0.047850862
1662,▁대중교통,0.041672524,-0.03775333
1663,▁대책,0.0017396354,-0.014361456
1664,▁대처,0.023587301,-0.004160787
1665,▁대체,-0.06648547,-0.009114607
1666,▁대출,-0.029104615,-0.05870925
1667,▁대통령,0.034433268,0.008293396
1668,▁대통령은,0.04549128,0.013656444
1669,▁대통령의,0.03381702,0.039592125
1670,▁대통령이,0.025224982,0.028262444
1671,▁대통령직,0.0024094433,-0.08150996
1672,▁대통령직인수위원회,0.0153341815,-0.010042733
1673,▁대폭,-0.018753126,-0.041025236
1674,▁대표,0.023145555,0.0044697444
1675,▁대표는,0.024709046,0.018451653
1676,▁대표단,0.06721777,-0.015205324
1677,▁대표이사,0.022775197,0.013216681
1678,▁대표적인,-0.0052360594,-0.015198292
1679,▁대표팀,0.0150321815,-0.016340964
1680,▁대학,0.013818242,-0.036090985
1681,▁대학생,0.0121984435,-0.03871123
1682,▁대한,-0.013501497,-0.0044451943
1683,▁대한민국,0.0018344983,0.008582205
1684,▁대한항공,0.0009249919,0.005385994
1685,▁대해,-0.029056199,-0.007563915
1686,▁대해서,-0.012828607,0.008405264
1687,▁대해서는,-0.0005382807,-0.005415309
1688,▁대해서도,0.006468547,-0.011196556
1689,▁대해선,0.004698226,-0.03687409
1690,▁대형,-0.01801933,0.018962909
1691,▁대형마트,0.07481227,0.011128266
1692,▁대화,0.029786702,0.023576021
1693,▁대화록,-0.0021492308,-0.0038607754
1694,▁대회,0.006744106,0.04704482
1695,▁대회에서,0.013490527,0.009773586
1696,▁댄스,-0.021495476,-0.0051319897
1697,▁댓글,0.026853781,-0.047237165
1698,▁더,-0.02748915,0.030472185
1699,▁더불어,-0.0053778407,0.0051613217
1700,▁더욱,-0.04165647,-0.013299443
1701,▁덕,0.028212646,-0.00915367
1702,▁덕분에,0.024297785,0.024347331
1703,▁던지,-0.042196404,-0.029253751
1704,▁덜,-0.0002252832,0.00628509
1705,▁덧붙였다,0.003442687,0.023023136
1706,▁데,-0.06081991,0.043938447
1707,▁데뷔,0.05922105,-0.045082573
1708,▁데이터,-0.0027931696,0.03584402
1709,▁데이트,-0.026817866,-0.046806887
1710,▁도내,-0.008635725,-0.0021767635
1711,▁도로,-0.02813476,-0.0074723954
1712,▁도발,-0.024541248,0.026229046
1713,▁도시,-0.025624696,-0.020653388
1714,▁도심,0.006618554,-0.037275504
1715,▁도약,0.022843476,-0.0072719473
1716,▁도와,-0.07938518,-0.015594509
1717,▁도움,-0.024524843,-0.018769322
1718,▁도움을,-0.028659899,0.026171384
1719,▁도움이,-0.02161083,-0.012313992
1720,▁도입,0.02284614,-0.0057639573
1721,▁도전,-0.008964516,0.009110186
1722,▁도중,-0.012463387,0.017392954
1723,▁도착,0.051910765,-0.0654041
1724,▁도쿄,-0.049382262,-0.0616184
1725,▁독,0.038009394,0.037593182
1726,▁독립,-0.032681108,-0.036026143
1727,▁독일,0.031060677,0.0071561225
1728,▁독자,-0.045243666,0.015173838
1729,▁독특한,0.014013052,0.015585607
1730,▁돈,-0.014649039,-0.058311857
1731,▁돈을,-0.03858812,-0.0546147
1732,▁돌,-0.031787492,-0.056481104
1733,▁돌려,-0.01321985,0.039043717
1734,▁돌아,-0.014179899,-0.041836888
1735,▁돌아가,-0.061621338,-0.023673998
1736,▁돌아오,-0.041080207,-0.016631037
1737,▁돌아온,-0.027623188,-0.071286865
1738,▁돌입,0.025914479,0.024207111
1739,▁돌파,0.042407468,0.04918445
1740,▁돕는,-0.06560288,-0.029817538
1741,▁동,-0.03237646,-0.025264626
1742,▁동결,0.023384036,0.03864511
1743,▁동기,-0.004717719,-0.0414225
1744,▁동남아,0.037731163,-0.021400508
1745,▁동료,0.04366442,0.018389933
1746,▁동물,-0.004066862,-0.0058094263
1747,▁동반,0.04142072,0.021758404
1748,▁동반성장,0.01694154,-0.030027788
1749,▁동부,-0.01474938,-0.018417623
1750,▁동생,0.036526952,0.019281741
1751,▁동시에,0.006179805,0.020619594
1752,▁동아시안컵,0.0074244533,-0.01725144
1753,▁동아제약,-0.01901121,0.016261162
1754,▁동안,-0.034293547,0.07014304
1755,▁동양,-0.017424561,0.042123176
1756,▁동영상,-0.05191513,0.015871456
1757,▁동원,0.038728725,-0.007032402
1758,▁동의,0.020550193,0.007871084
1759,▁동작,-0.034155156,0.0041236375
1760,▁동참,0.06285937,0.008998398
1761,▁돼,-0.040425647,0.026014596
1762,▁됐다,-0.0071528694,-0.0083609205
1763,▁되,-0.07248731,0.008436326
1764,▁되고,-0.038637348,0.033901453
1765,▁되는,-0.08434708,-0.023444781
1766,▁되면,0.0032541305,-0.016056513
1767,▁되어,-0.023341984,-0.01642155
1768,▁되지,-0.06265618,0.028188229
1769,▁되찾,-0.005991725,0.03736171
1770,▁된,-0.063699774,-0.0112792235
1771,▁된다,-0.032961767,0.01179116
1772,▁될,-0.04497079,-0.010793701
1773,▁두,0.008605184,0.024591267
1774,▁두고,-0.020537807,0.03230559
1775,▁두드러,0.017974574,-0.014184117
1776,▁두산,0.03679508,-0.016433202
1777,▁둔,-0.074960664,0.000737397
1778,▁둔화,0.010004579,-0.004867558
1779,▁둘,0.02266094,0.001045147
1780,▁둘러,0.008820014,-0.019883197
1781,▁둘러싼,-0.0015344769,-0.0010793478
1782,▁둘째,-0.008758136,0.008390611
1783,▁뒤,-0.004328169,0.01230967
1784,▁뒤늦게,0.009865263,0.060105488
1785,▁뒤집,0.03260501,-0.007613523
1786,▁뒷,-0.022270812,0.029507447
1787,▁뒷받침,0.04808421,-0.025704158
1788,▁드,0.002954241,-0.022500835
1789,▁드라마,-0.0020866469,-0.05232629
1790,▁드러나,0.029119704,-0.017513722
1791,▁드러난,0.029561352,-0.034440026
1792,▁드러났다,0.0401481,-0.00977288
1793,▁드러내,0.0113902055,-0.016172405
1794,▁드러낸,0.032544333,-0.024144853
1795,▁드러냈다,0.033986386,-0.034284897
1796,▁드레스,-0.009551612,0.00015860517
1797,▁득점,0.057677355,-0.035234116
1798,▁든다,0.0033050005,-0.03436186
1799,▁듣,0.0027798265,-0.00043175835
1800,▁듣고,0.017068371,0.056321654
1801,▁들,-0.011423521,-0.032265477
1802,▁들고,-0.03655596,0.085196264
1803,▁들려,0.0017512424,-0.028925195
1804,▁들어,0.012236411,-0.026074432
1805,▁들어가,-0.074321136,0.018989079
1806,▁들어간,-0.021147326,-0.024677424
1807,▁들어갈,-0.0250003,0.012523284
1808,▁들어갔다,-0.005361939,0.0032803565
1809,▁들어서,0.016283622,-0.008541703
1810,▁들어오,-0.020206176,-0.016187213
1811,▁들었다,0.058297828,-0.001291438
1812,▁들여,0.013785973,0.026093796
1813,▁듯,0.03605061,0.0030078813
1814,▁듯한,0.010042785,0.047958143
1815,▁등,-0.004447764,0.0031177048
1816,▁등과,0.014834192,-0.015118981
1817,▁등도,-0.016399294,-0.03122075
1818,▁등록,0.028835166,-0.06467332
1819,▁등록금,0.003603408,-0.05489946
1820,▁등에,-0.035151698,0.017457815
1821,▁등에서,-0.026125964,0.015558184
1822,▁등으로,0.0043495856,-0.008886938
1823,▁등은,0.00022921083,0.0071053356
1824,▁등을,-0.017005192,-0.021856213
1825,▁등의,-0.020078368,-0.01905252
1826,▁등이,-0.03673739,-0.01202474
1827,▁등이다,0.03929566,0.01660889
1828,▁등장,0.016893124,-0.046525143
1829,▁등판,-0.015210714,-0.030495975
1830,▁디,0.010755073,0.018209275
1831,▁디자인,-0.0075289425,-0.008225609
1832,▁디지털,-0.041355837,0.00041018473
1833,▁따,0.030432506,0.005175992
1834,▁따뜻한,-0.0082496125,0.030086286
1835,▁따라,-0.014660475,-0.014272511
1836,▁따라서,0.027064484,0.0442869
1837,▁따로,-0.014713274,0.026661515
1838,▁따르면,0.025123013,0.040879782
1839,▁따른,0.006523948,0.00571631
1840,▁딸,0.018882215,-0.013117113
1841,▁땅,-0.026106862,-0.0975925
1842,▁땅볼,-0.040038154,-0.005579411
1843,▁땅에,0.004947424,-0.03243538
1844,▁때,-0.028623328,0.00268553
1845,▁때까지,-0.024635185,-0.0041460097
1846,▁때는,0.011768129,0.041858934
1847,▁때마다,-0.024789982,0.029329848
1848,▁때문,0.006129256,-0.010315154
1849,▁때문에,-0.0388622,0.03771795
1850,▁때문이다,0.012238529,0.021823386
1851,▁때부터,-0.014176747,0.03441144
1852,▁떠,-0.008571276,-0.0032016356
1853,▁떠나,-0.030848093,0.007994432
1854,▁떠난,0.017776296,-0.022042878
1855,▁떠오르,-0.007829771,-0.013102798
1856,▁떨,0.028801765,0.016953727
1857,▁떨어져,-0.044509344,0.03894932
1858,▁떨어졌다,-0.005789751,-0.0164756
1859,▁떨어지,-0.027856441,0.010373107
1860,▁떨어진,-0.06328118,-0.03532408
1861,▁또,0.03196071,0.035108693
1862,▁또는,0.026086567,0.07270377
1863,▁또다시,0.031218449,0.049738176
1864,▁또한,-0.0016662795,0.012195158
1865,▁똑같,0.015921127,-0.07699238
1866,▁뚜렷,0.004718331,-0.06838904
1867,▁뛰,0.014182436,-0.019146176
1868,▁뛰어,0.0050537894,-0.025370965
1869,▁뛰어난,-0.04257632,-0.025249692
1870,▁뛰어넘,-0.009482571,0.057079453
1871,▁뜨거운,0.011760736,0.03896084
1872,▁뜻,-0.038406502,-0.040675335
1873,▁뜻을,-0.00934251,-0.014395947
1874,▁띠고,-0.01203088,0.021842912
1875,▁라,-0.031841364,-0.051691916
1876,▁라디오,0.03844309,0.009511749
1877,▁라이벌,0.08559588,0.020144789
1878,▁라이브,-0.011891569,-0.05017833
1879,▁라인업,0.008991563,-0.052619293
1880,▁랭킹,0.032961812,-0.06442206
1881,▁러시아,-0.018383604,0.024104834
1882,▁런던,-0.007579933,0.005834729
1883,▁런던올림픽,0.020898549,-0.046875514
1884,▁레,-0.035152704,-0.003090334
1885,▁레드카펫,0.020189893,-0.019775651
1886,▁레알,0.0339704,0.024072733
1887,▁레이,-0.028640008,-0.03776698
1888,▁레전드,0.025872625,0.016283812
1889,▁로그인,-0.0130412765,-0.084936984
1890,▁로비,0.00013656635,-0.023094408
1891,▁로이킴,0.008494552,-0.018995311
1892,▁로켓,-0.038262308,-0.013225311
1893,▁롯데,0.005619373,0.0034815446
1894,▁롯데마트,0.047126707,0.050838992
1895,▁루,0.002064046,-0.031179344
1896,▁루머,-0.011156362,-0.0025683083
1897,▁류,-0.08413166,-0.09228938
1898,▁류현진,-0.030998431,-0.050532
1899,▁류현진은,0.004562108,-0.045016933
1900,▁리,-0.009856816,0.018852223
1901,▁리그,0.016405486,-0.031875473
1902,▁리더,0.028582199,0.032415487
1903,▁리더십,0.019590938,0.031176623
1904,▁리베이트,-0.00012442749,-0.0099510355
1905,▁리스크,-0.009564409,0.0395177
1906,▁리포트,0.030239942,-0.047608014
1907,▁마,0.01953673,-0.07818759
1908,▁마감,0.03216716,0.029612392
1909,▁마감했다,0.036072053,0.021386914
1910,▁마드리드,-0.03812874,-0.0410757
1911,▁마련,-0.0073204413,-0.07449951
1912,▁마련했다,-0.025514718,-0.060807064
1913,▁마리,0.026434071,-0.010474892
1914,▁마무리,0.040816337,-0.016257146
1915,▁마운드,-0.028922997,-0.06815408
1916,▁마을,0.018979535,-0.024492322
1917,▁마음,0.037264574,-0.061746523
1918,▁마음을,0.017179608,-0.04748763
1919,▁마지막,-0.032117583,0.057559818
1920,▁마지막으로,0.019223485,0.075126104
1921,▁마찬가지,0.028353594,-0.09066787
1922,▁마쳤다,0.022920318,-0.0016542785
1923,▁마치,-0.038463827,-0.0007230807
1924,▁마치고,0.0076172827,0.032811366
1925,▁마친,-0.035452425,-0.044982255
1926,▁마케팅,0.0070065847,-0.06775974
1927,▁막,-0.04023223,-0.025779162
1928,▁막기,0.015961235,-0.004796483
1929,▁막아,-0.031078272,-0.012420976
1930,▁막판,0.047013227,0.049394816
1931,▁만,0.017120495,0.020324897
1932,▁만기,-0.004201536,0.03374226
1933,▁만나,-0.012500403,0.013627059
1934,▁만난,0.04514011,-0.0065410594
1935,▁만날,0.037770852,0.011166286
1936,▁만남,0.047699552,0.06965967
1937,▁만났다,0.061888907,0.005887987
1938,▁만드는,-0.010100668,0.006975816
1939,▁만든,-0.034169227,-0.03805121
1940,▁만들,-0.03069255,0.013982194
1941,▁만들고,-0.0008893348,0.032786664
1942,▁만들기,-0.015911642,0.02596359
1943,▁만들어,-0.023901913,-0.0035719005
1944,▁만들었다,0.007101947,-0.016733028
1945,▁만약,0.02819736,0.02897121
1946,▁만에,0.014591274,0.07381499
1947,▁만족,0.06708511,-0.023681108
1948,▁만큼,-0.063233286,-0.009488482
1949,▁만한,-0.035888456,0.026248025
1950,▁많고,-0.04116867,0.0549028
1951,▁많다,-0.009387457,0.020678306
1952,▁많아,-0.043824118,0.0042513628
1953,▁많았,0.010181422,-0.015701924
1954,▁많았다,0.046815984,0.004396015
1955,▁많은,-0.039548498,-0.010232698
1956,▁많이,0.021836575,0.015071984
1957,▁많지,0.010685541,0.019794
1958,▁말,-0.007890007,-0.008804668
1959,▁말까지,-0.013736267,0.05164196
1960,▁말레이시아,-0.022109011,-0.022989374
1961,▁말씀,0.008800477,0.027302604
1962,▁말을,-0.010082284,-0.034453966
1963,▁말이,0.011519784,0.030584725
1964,▁말한다,0.03292873,-0.00893335
1965,▁말해,0.030852979,-0.05107301
1966,▁말했다,0.028977357,-0.046477135
1967,▁맛,0.0327027,-0.033912607
1968,▁망,-0.0044674613,-0.006342264
1969,▁망명,0.004170518,-0.028598854
1970,▁맞,0.010751366,0.014785635
1971,▁맞는,0.012836231,0.0063805375
1972,▁맞대결,0.05886835,0.031721476
1973,▁맞서,0.036387797,0.020740587
1974,▁맞아,0.050698023,0.03714653
1975,▁맞았다,0.056907773,-0.011280699
1976,▁맞추,0.05650945,0.023932299
1977,▁맞춘,0.0067001116,-0.024325538
1978,▁맞춤형,0.06082239,0.014967057
1979,▁맞춰,0.018236391,-0.019462055
1980,▁맡,-0.032309927,0.008876859
1981,▁맡고,-0.031716224,0.021474283
1982,▁맡아,-0.02316311,-0.0067869015
1983,▁맡았,-0.015686959,-0.02562062
1984,▁맡았다,-0.026880387,-0.03520598
1985,▁맡은,-0.05069077,-0.043144535
1986,▁매,-0.048198774,-0.009055066
1987,▁매각,0.026018852,-0.0025375355
1988,▁매년,-0.005509285,0.025776241
1989,▁매달,0.014458386,0.03832217
1990,▁매도,0.017834745,-0.011511823
1991,▁매력,-0.040344886,-0.026961993
1992,▁매력을,-0.04374888,-0.038733795
1993,▁매매,-0.022437492,0.018188382
1994,▁매수,0.030569201,-0.0036826879
1995,▁매우,-0.029507037,0.021648616
1996,▁매일,-0.019103097,0.019549245
1997,▁매입,0.023957035,0.005355997
1998,▁매장,0.01923357,-0.0066033863
1999,▁매주,0.033413395,0.009095874
2000,▁매체,0.030277476,0.065926716
2001,▁매출,-0.030701637,-0.034825552
2002,▁매출액,-0.018301357,-0.056374043
2003,▁매출이,-0.061060958,-0.03320308
2004,▁맨,0.00085560046,-0.07603462
2005,▁맨유,0.019446833,-0.027257854
2006,▁맺,0.053079527,0.0027072867
2007,▁머,-0.022901444,-0.04627697
2008,▁머리,0.041204423,0.034572043
2009,▁머물,0.010458513,-0.032731123
2010,▁먹,0.020523544,-0.04898049
2011,▁먹고,0.038013153,0.02826883
2012,▁먼저,-0.051007047,0.00522718
2013,▁멀티,-0.05199847,-0.035729557
2014,▁멀티미디어,0.009759484,-0.013476818
2015,▁멋진,-0.03337297,-0.0458131
2016,▁메,-0.007261485,-0.0085889045
2017,▁메뉴,0.022798091,-0.021210384
2018,▁메시지,-0.0025435872,-0.014758686
2019,▁메시지를,-0.0013722368,0.014430461
2020,▁메이저,0.045643054,-0.016979758
2021,▁메이저리그,0.03614283,0.0073402906
2022,▁메이크업,-0.055291787,-0.012165891
2023,▁메인,-0.05666275,-0.025555292
2024,▁멕시코,-0.016453166,0.06667462
2025,▁멘토,0.051285144,0.010121953
2026,▁멜로,-0.03210052,-0.0027150316
2027,▁멤버,-0.008789221,-0.013558972
2028,▁멤버들,-0.027586576,-0.047203295
2029,▁면,0.0072719036,0.031297404
2030,▁면담,0.039306868,-0.0018635422
2031,▁면모를,0.0035273994,-0.03441779
2032,▁면접,0.010137684,-0.070286915
2033,▁면제,-0.0072180238,0.024995675
2034,▁명,0.08366355,0.026264377
2035,▁명단,0.021289129,-0.0052095875
2036,▁명령,0.034890413,-0.0031394484
2037,▁명예,0.0043935515,-0.018960547
2038,▁명의,-0.01718191,0.06714656
2039,▁명이,0.019725796,0.04445693
2040,▁명칭,-0.012878257,-0.012167372
2041,▁명품,0.023296794,0.026583612
2042,▁명확,-0.00079135783,-0.060393855
2043,▁몇,0.005328609,-0.005835738
2044,▁모,0.008663531,0.03973621
2045,▁모니터링,0.011634499,-0.0030669665
2046,▁모델,-0.009115771,0.06215535
2047,▁모두,-0.020532481,-0.0130488705
2048,▁모든,0.0011607502,-0.0034487853
2049,▁모르,0.059435643,-0.009929711
2050,▁모르겠다,0.021862343,-0.03252838
2051,▁모른다,0.044223938,0.015613783
2052,▁모멘텀,0.035995334,0.029644491
2053,▁모바일,-0.0037726257,-0.06516036
2054,▁모비스,0.040605426,0.031347416
2055,▁모색,0.030918198,-0.015124837
2056,▁모습,-0.036933884,-0.009810031
2057,▁모습으로,-0.027927393,0.015980553
2058,▁모습을,-0.029305577,-0.054728895
2059,▁모습이,-0.03200555,-0.02132658
2060,▁모습이다,0.015556619,-0.031203534
2061,▁모아,0.021027189,0.037777994
2062,▁모았다,0.07193169,0.04667881
2063,▁모양,-0.012721121,-0.03401624
2064,▁모여,0.041574184,-0.013321671
2065,▁모으고,0.041192442,0.103371985
2066,▁모자,0.010154959,-0.0011960478
2067,▁모집,-0.0042644646,-0.014355653
2068,▁목,-0.018502621,-0.016995316
2069,▁목격,0.106946945,0.015306323
2070,▁목동,0.04631395,0.00852153
2071,▁목록,0.033278003,0.037808288
2072,▁목사,0.017460598,-0.072849914
2073,▁목소리,0.008904181,0.0139519125
2074,▁목소리가,0.0021471232,0.023671865
2075,▁목숨,0.0381928,0.00048782304
2076,▁목적,-0.045893725,-0.058971316
2077,▁목적으로,0.018519875,0.04608716
2078,▁목표,-0.024299497,-0.010621768
2079,▁목표로,0.005133404,0.037211698
2080,▁목표주가,0.005031099,-0.012544086
2081,▁몰,0.0030554757,-0.03760691
2082,▁몰려,-0.0073711425,-0.027333822
2083,▁몰아,0.029313006,0.052710377
2084,▁몸,0.0031648837,-0.015411522
2085,▁몸매,0.019959206,0.022372989
2086,▁못,0.014927123,-0.013737336
2087,▁못하고,-0.019908907,0.045059025
2088,▁못하는,-0.03429474,-0.006959589
2089,▁못한,-0.005930489,-0.039103568
2090,▁못한다,0.0010917096,0.014022247
2091,▁못할,-0.03268402,-0.016141143
2092,▁못해,-0.045087405,-0.004293289
2093,▁못했다,0.019781277,-0.0023979442
2094,▁묘,0.041548017,-0.004537818
2095,▁무,-0.027396526,-0.020685239
2096,▁무게,0.0451056,0.017006017
2097,▁무기,0.018564062,-0.026344527
2098,▁무대,0.027100714,-0.06437446
2099,▁무대를,0.0023204088,-0.066130996
2100,▁무대에,-0.014039446,-0.06298594
2101,▁무더위,0.020319395,-0.0035998486
2102,▁무려,-0.019923542,0.02933459
2103,▁무료,0.0039435048,0.0033714222
2104,▁무료로,0.00068210665,0.014145903
2105,▁무르시,0.025200903,-0.007372617
2106,▁무릎,-0.05539211,-0.013921281
2107,▁무리,0.025180731,-0.017088478
2108,▁무산,0.0056539318,-0.0014666356
2109,▁무상,0.019197196,0.038363747
2110,▁무슨,-0.004258155,-0.02609689
2111,▁무승부,0.06814911,0.0013828175
2112,▁무실점,0.0036449763,-0.009376271
2113,▁무엇보다,-0.009244783,-0.03493058
2114,▁무역,-0.016613046,0.012206928
2115,▁무이자,0.030422503,-0.06278058
2116,▁무제한,-0.009864858,-0.038220394
2117,▁무조건,-0.05341904,-0.0062460015
2118,▁무죄,0.026209936,0.01703969
2119,▁묶,0.003731208,0.013850873
2120,▁문,0.02061095,0.013876708
2121,▁문서,-0.01822066,0.034235097
2122,▁문의,-0.02770846,0.038791332
2123,▁문자,0.0110709965,0.014095124
2124,▁문재인,0.018335864,0.024409156
2125,▁문제,0.010029733,-0.025052926
2126,▁문제가,-0.020398002,-0.01642717
2127,▁문제는,-0.023635615,-0.0020378288
2128,▁문제로,0.040642142,0.08228271
2129,▁문제를,-0.02483942,-0.021360718
2130,▁문제에,-0.007953339,0.010688912
2131,▁문제점,-0.007232044,0.0035860303
2132,▁문화,-0.021932323,-0.0142670665
2133,▁문화체육관광부,-0.0051771877,-0.026055407
2134,▁묻,0.03769578,-0.040239014
2135,▁물,-0.0769268,-0.025831882
2136,▁물가,-0.0022148732,0.0075396616
2137,▁물건,-0.0496068,0.01209826
2138,▁물놀이,0.014187126,0.017479105
2139,▁물량,-0.010944941,0.010650312
2140,▁물론,-0.038768597,0.017642658
2141,▁물류,-0.023762,0.018062344
2142,▁물리,-0.023362018,0.015309911
2143,▁물어,0.011302563,-0.043905206
2144,▁물품,-0.050917555,0.03350626
2145,▁뭐,0.0085000675,-0.010522339
2146,▁뭔가,-0.033265565,-0.0039700214
2147,▁뮤지컬,0.0036152457,-0.035012193
2148,▁뮤직비디오,0.0102784,0.00048286095
2149,▁미,-0.070518814,0.0023572817
2150,▁미국,-0.012542424,0.021510841
2151,▁미국의,0.015288841,0.020172842
2152,▁미니,-0.03328832,0.043331333
2153,▁미드필더,0.031075774,-0.03898295
2154,▁미디어,0.028614432,-0.04069303
2155,▁미래,-0.03041493,0.032674886
2156,▁미래부,-0.0008127787,0.0068445886
2157,▁미래창조과학부,0.010667563,0.015822612
2158,▁미뤄,-0.051747143,-0.0036275815
2159,▁미리,0.014831614,0.045202
2160,▁미만,-0.02728618,0.03350449
2161,▁미모,-0.036470953,-0.0029140627
2162,▁미사일,0.0035768133,0.027662223
2163,▁미소,0.054862052,0.06633574
2164,▁미얀마,-0.01822637,0.0036784
2165,▁미치는,-0.013511437,0.004699287
2166,▁미치지,0.022511572,0.027031764
2167,▁미칠,-0.004886149,-0.018032838
2168,▁미투데이,1.2219651e-05,-0.04958854
2169,▁민,-0.0067534535,-0.0927034
2170,▁민간,-0.024231838,-0.012170022
2171,▁민낯,0.00938265,0.008047029
2172,▁민생,-0.009539613,-0.027689375
2173,▁민원,0.03293969,0.0285564
2174,▁민족,0.03196212,-0.04211875
2175,▁민주,0.01360266,-0.025627796
2176,▁민주당,-0.0041792914,0.0056961644
2177,▁민주당은,0.016431242,-0.016733408
2178,▁민주주의,0.029324412,-0.021551803
2179,▁민주통합당,0.027021345,-0.022833886
2180,▁믿고,0.010150064,0.114426546
2181,▁밀,-0.03709235,-0.026665801
2182,▁밀려,0.004305009,-0.01151209
2183,▁밀어,-0.022229802,0.03013806
2184,▁및,-0.0010246593,0.06412817
2185,▁밑,0.034054913,0.051131207
2186,▁바,0.0058010444,0.01858381
2187,▁바꾸,-0.004541664,0.023230923
2188,▁바꿔,-0.0024487637,0.020798922
2189,▁바뀌,-0.056912765,-0.015483151
2190,▁바뀐,-0.006334762,-0.036941025
2191,▁바다,-0.06361111,0.0006367841
2192,▁바닥,-0.00019029668,0.040570274
2193,▁바라,0.018177811,0.03648273
2194,▁바란다,0.060070254,0.029314473
2195,▁바람,-0.030769164,0.01259795
2196,▁바로,-0.024845723,0.028093431
2197,▁바이러스,0.045939878,0.039755948
2198,▁바탕으로,0.0018241163,0.059952557
2199,▁박,0.014085107,-0.05670275
2200,▁박근혜,0.006316263,0.009031901
2201,▁박명수,0.007608344,-0.019525751
2202,▁박수,0.014589243,0.027856164
2203,▁박인비,0.0015389211,0.03129612
2204,▁박지성,-0.005237441,-0.030013857
2205,▁밖에,0.028636092,0.017068114
2206,▁밖으로,0.0051961,0.05403014
2207,▁반,-0.012660807,-0.0020120703
2208,▁반대,0.01779547,-0.045858342
2209,▁반도체,-0.011879692,0.011458955
2210,▁반드시,-0.052110452,0.0040403586
2211,▁반등,0.019592844,0.015046264
2212,▁반면,-0.0048200507,0.005073503
2213,▁반박했다,0.024531348,-0.027556723
2214,▁반발,0.039546885,-0.012763249
2215,▁반복,0.032092858,0.0389364
2216,▁반영,0.019007696,-0.014116395
