,단어,부정,긍정
3432,▁오픈,-0.003638894,-0.04735231
3433,▁오피스텔,0.0096753435,-0.025507879
3434,▁오후,0.0008689668,0.013167709
3435,▁오히려,0.0033439323,0.037427895
3436,▁옥,0.035845436,-0.030298341
3437,▁온,-0.041282713,0.0043811584
3438,▁온라인,-0.015116103,-0.03537568
3439,▁올,-0.05084424,-0.04898155
3440,▁올라,-0.032973804,-0.050472338
3441,▁올랐,0.00095146755,-0.08642265
3442,▁올랐다,0.0026196665,-0.04459775
3443,▁올려,-0.011302047,0.01841682
3444,▁올렸다,0.005113843,0.00089229573
3445,▁올리,-0.0075691417,0.045240965
3446,▁올린,-0.037692733,0.034665313
3447,▁올림픽,0.012682597,-0.041550487
3448,▁올스타,0.00479676,0.01669838
3449,▁올스타전,0.023021609,-0.036156286
3450,▁올해,-0.007937873,-0.045244463
3451,▁올해부터,0.024790403,-0.031968024
3452,▁옮겨,-0.036549136,-0.0095477225
3453,▁옮기,-0.03770701,0.007491098
3454,▁옷,-0.0077199074,-0.02428982
3455,▁완,-0.0050949394,-0.05025874
3456,▁완공,0.009637595,-0.022499966
3457,▁완료,0.015480528,0.008081531
3458,▁완벽,-0.01361746,-0.035149563
3459,▁완벽한,-0.015935743,-0.017371537
3460,▁완성,-0.022175584,-0.038857657
3461,▁완전,-0.006873291,-0.009617884
3462,▁완전히,-0.016301595,0.006133649
3463,▁완화,0.03264682,-0.027322069
3464,▁왔다,0.047638416,0.009689961
3465,▁왕,0.003693516,-0.08326498
3466,▁왜,-0.03392853,0.043075595
3467,▁왜곡,0.024688862,0.0141844805
3468,▁외,-0.0112491995,-0.047359116
3469,▁외교,0.011300364,-0.0109371785
3470,▁외교부,-0.0045623146,0.033362534
3471,▁외국,0.04227013,-0.013132032
3472,▁외국인,0.051534176,-0.017069058
3473,▁외모,0.02945803,0.0024953345
3474,▁외부,-0.015374725,-0.0042408467
3475,▁외에,-0.021994341,0.0051479866
3476,▁외에도,-0.0050501362,0.00649547
3477,▁외환,0.027399488,0.053134684
3478,▁외환은행,-0.009829482,-0.002911699
3479,▁왼쪽,-0.021077892,-0.015525037
3480,▁요,0.011826715,0.0073989164
3481,▁요구,0.015140986,0.046097457
3482,▁요구하는,0.0069721825,0.0500027
3483,▁요구했다,0.036429293,0.032230075
3484,▁요금,0.015535579,-0.025059536
3485,▁요금제,0.05818763,-0.0045412555
3486,▁요리,-0.016267521,-0.0012460197
3487,▁요소,0.0048107933,0.017434409
3488,▁요인,0.025589202,0.016317016
3489,▁요즘,0.0382495,0.024218425
3490,▁요청,0.028498664,0.039905608
3491,▁요청했다,0.045796428,0.051167734
3492,▁욕,0.04788462,0.039858535
3493,▁욕심,0.008148549,0.017413903
3494,▁용,-0.024932647,-0.04325276
3495,▁용산,-0.011767197,-0.065200195
3496,▁용의자,0.01556966,0.04010474
3497,▁용인,0.02274017,0.0071135405
3498,▁우,-0.011341628,-0.0011493461
3499,▁우려,0.06740104,0.047246605
3500,▁우려가,0.03166189,0.036911126
3501,▁우리,-0.003079163,0.0075768353
3502,▁우리가,0.018976232,0.035294056
3503,▁우리나라,-0.015077495,0.009530967
3504,▁우리는,0.034183677,0.029839141
3505,▁우리은행,-0.020660914,0.01097446
3506,▁우리투자증권,-0.0026964694,0.019014273
3507,▁우선,-0.021733904,0.009310335
3508,▁우수,0.01562482,0.026538398
3509,▁우승,0.0027247146,-0.051168025
3510,▁우승을,0.021644047,-0.017488152
3511,▁우주,-0.028578583,0.033058614
3512,▁우즈,0.0046567945,-0.0074357283
3513,▁운,-0.026485445,-0.06427413
3514,▁운동,0.011794243,0.028070733
3515,▁운명,-0.008188073,-0.036907878
3516,▁운송,-0.019576604,0.006718307
3517,▁운영,-0.027068106,-0.0037063258
3518,▁운영하는,-0.0012470251,0.0075699245
3519,▁운용,-0.025951553,0.028609868
3520,▁운전,-0.020491455,0.039786056
3521,▁운전자,0.023796484,0.046719924
3522,▁운항,0.0043280516,0.005011234
3523,▁운행,-0.0133908335,-0.021924509
3524,▁울,-0.017283738,-0.064820245
3525,▁울산,0.0069534993,-0.023263037
3526,▁움직이,-0.06169103,-0.008148138
3527,▁움직임,-0.0067708488,0.02449352
3528,▁웃,0.020304395,-0.028121708
3529,▁웃음을,0.037288375,-0.018874835
3530,▁워,-0.05127974,-0.024571601
3531,▁워낙,-0.01992445,-0.02966876
3532,▁워싱턴,-0.0027844831,-0.019947298
3533,▁원,-0.010405118,0.0074033793
3534,▁원내대변인,0.031634018,-0.0018177517
3535,▁원내대표,0.06637781,-0.055412542
3536,▁원내대표는,0.05035732,-0.036377706
3537,▁원래,-0.03205061,-0.015107079
3538,▁원인,-0.005257276,0.029191438
3539,▁원장,0.0015951311,0.030383924
3540,▁원전,0.015441157,-0.003731016
3541,▁원정,0.016883746,-0.010760667
3542,▁원정경기,0.020108748,-0.03870738
3543,▁원칙,-0.0033232002,0.010997211
3544,▁원하는,-0.017032715,0.0048367064
3545,▁원화,-0.0018171025,-0.009799182
3546,▁원활,0.0055181254,-0.067515306
3547,▁월드,0.0007803589,-0.020570895
3548,▁월드컵,0.046951406,0.033604104
3549,▁월화드라마,0.02562565,-0.04435724
3550,▁웨딩,-0.03458406,0.052644964
3551,▁웹,0.012476228,-0.027511673
3552,▁위,-0.024895968,0.02098854
3553,▁위기,0.03583054,0.04667113
3554,▁위로,-0.033399545,0.052552067
3555,▁위반,-0.020314341,0.008233015
3556,▁위안부,-0.057753958,-0.017642718
3557,▁위원,-0.02329992,-0.019954193
3558,▁위원장,0.0117542185,-0.016803706
3559,▁위원장은,0.01617071,0.014844023
3560,▁위조,-0.0023580724,0.0271384
3561,▁위촉,0.013659656,0.03491704
3562,▁위축,0.030061223,-0.028422624
3563,▁위치,-0.027402848,-0.050367877
3564,▁위치한,-0.043348514,-0.026943523
3565,▁위탁,0.011009321,0.0045658546
3566,▁위한,-0.008655332,0.029926404
3567,▁위해,-0.03271011,0.055065375
3568,▁위해서,-0.0055356584,0.018611364
3569,▁위해서는,-0.027535014,0.045672007
3570,▁위헌,-0.035430606,0.0023622308
3571,▁위험,-0.016913619,0.010364186
3572,▁위협,-0.002260548,0.063343495
3573,▁윌리엄,-0.013707277,-0.019999007
3574,▁유,-0.04800675,-0.0357451
3575,▁유가증권시장,-0.031620666,0.00559937
3576,▁유감,0.08146266,0.024282368
3577,▁유나이티드,-0.03978259,-0.035312314
3578,▁유니폼,0.037836358,-0.023300152
3579,▁유도,0.023991052,-0.0113583915
3580,▁유동성,0.055585086,-0.032500997
3581,▁유럽,0.0076898555,-0.011445403
3582,▁유력,0.02715025,0.017421678
3583,▁유로존,-0.026067358,-0.021512255
3584,▁유리,-0.038457014,0.03259607
3585,▁유명,0.02010105,-0.0065574106
3586,▁유사,-0.006914443,0.014851465
3587,▁유엔,0.021426803,0.036419287
3588,▁유일,-0.008968934,-0.035264187
3589,▁유입,0.028151704,0.012107048
3590,▁유재석,0.00982278,0.0016330853
3591,▁유족,0.027045792,0.056552567
3592,▁유지,-0.008412044,0.037524648
3593,▁유출,-0.0389516,0.0339456
3594,▁유치,0.051356234,-0.0035839248
3595,▁유통,0.0060201455,0.026132263
3596,▁유튜브,0.0015072795,-0.028944204
3597,▁육,0.026915904,-0.009901647
3598,▁육군,0.01437274,-0.055199597
3599,▁육박,0.03576736,0.042040586
3600,▁육성,0.011126796,-0.011266256
3601,▁윤,-0.0026066191,-0.077314965
3602,▁윤씨,0.0032005534,-0.015080303
3603,▁윤창중,-0.053089593,-0.039737094
3604,▁은퇴,0.041036204,-0.004849952
3605,▁은행,-0.00013409421,0.008612232
3606,▁음,-0.044018917,0.0023122337
3607,▁음반,0.015197299,-0.057252623
3608,▁음성,-0.015994295,-0.036697388
3609,▁음식,0.012176678,-0.014168862
3610,▁음악,0.0073964978,-0.05644854
3611,▁음원,-0.007842714,-0.026165048
3612,▁응,0.0035997168,0.026690874
3613,▁응급,0.00701951,0.015221119
3614,▁응답,0.0018768646,0.0015774537
3615,▁응답자,0.03920207,-0.017159248
3616,▁응시,0.012903154,0.04427167
3617,▁응원,0.036685303,-0.024938285
3618,▁의견,-0.005975357,0.0006798191
3619,▁의견을,-0.0010226723,-0.039201967
3620,▁의견이,-0.02482813,-0.009267451
3621,▁의결,0.008881195,-0.006117787
3622,▁의도,-0.00090944394,-0.006681768
3623,▁의뢰,0.02449678,0.079243205
3624,▁의료,0.0053060744,-0.012172379
3625,▁의류,-0.012347208,0.0001997333
3626,▁의무,-0.0148388455,0.016939215
3627,▁의문,-0.008754862,0.017673781
3628,▁의미,-0.029569756,-0.034249995
3629,▁의사,-0.004552385,-0.034171436
3630,▁의상,-0.017637549,-0.02372629
3631,▁의식,0.053898063,0.04567476
3632,▁의심,0.027383432,0.046144724
3633,▁의약품,0.008000184,-0.06354324
3634,▁의원,0.011471358,-0.044242036
3635,▁의원들,-0.010799991,-0.043234266
3636,▁의원은,0.010036984,-0.020592848
3637,▁의원이,-0.010281971,-0.039950836
3638,▁의장,0.026667852,0.041841395
3639,▁의존,0.065222315,-0.030620895
3640,▁의지,0.03457013,-0.026301876
3641,▁의지를,0.034685086,-0.0021559189
3642,▁의한,0.006754499,-0.0017824508
3643,▁의해,0.030919239,0.019445196
3644,▁의혹,0.04084006,0.019868609
3645,▁의혹을,0.029065855,0.004038576
3646,▁의회,0.018944578,0.004068071
3647,▁이,-0.035782184,0.0014796361
3648,▁이같은,-0.014805712,-0.04413345
3649,▁이같이,0.012856576,-0.020382874
3650,▁이것,0.015156819,0.025357582
3651,▁이곳,-0.018215843,-0.010589093
3652,▁이끄는,0.03574652,0.0004238505
3653,▁이끌,0.00232118,0.009099383
3654,▁이끌어,-0.02136839,-0.019228574
3655,▁이끌었다,0.037588116,-0.019280713
3656,▁이날,-0.004133948,-0.036224477
3657,▁이내,-0.029119218,0.037865996
3658,▁이는,-0.004326365,0.009001593
3659,▁이달,-0.013628892,-0.028054018
3660,▁이대호,0.011450948,-0.010483606
3661,▁이데일리,-0.0025809873,-0.012027932
3662,▁이동,-0.01345248,-0.013157044
3663,▁이동통신,0.06531677,-0.03169432
3664,▁이동흡,0.03105621,-0.0061435234
3665,▁이들,-0.0046052,0.017563518
3666,▁이들은,0.046823733,-0.032286137
3667,▁이들의,0.020458315,-0.03248112
3668,▁이들이,0.0013218177,-0.006269926
3669,▁이라크,-0.008647817,-0.017137254
3670,▁이래,-0.016064033,0.009738868
3671,▁이러한,-0.02363231,-0.017313164
3672,▁이런,0.007168453,-0.035052348
3673,▁이렇게,0.03497325,-0.00065297354
3674,▁이례적,-0.008886453,-0.014195778
3675,▁이로써,0.037383795,-0.011614777
3676,▁이루,-0.05541366,0.010868434
3677,▁이뤄,-0.053372882,-0.0077018943
3678,▁이뤄졌다,-0.006232075,0.008164011
3679,▁이뤄지,-0.024151413,0.009288119
3680,▁이뤄진,-0.062927276,0.021925261
3681,▁이뤄질,-0.025328942,0.00862821
3682,▁이르는,-0.039019287,0.02860481
3683,▁이르면,0.005916731,0.008066367
3684,▁이른다,0.024132514,0.034016307
3685,▁이른바,0.013673937,0.013991101
3686,▁이를,-0.0012082239,0.015345392
3687,▁이름,0.01648904,-0.037427142
3688,▁이름을,-0.025809491,-0.063594416
3689,▁이마트,0.048197635,0.03240015
3690,▁이메일,0.027793474,-0.003070854
3691,▁이명박,0.018010966,0.036671184
3692,▁이미,-0.011116946,-0.018126102
3693,▁이미지,0.016532674,0.023234025
3694,▁이미지를,-0.004630856,0.014167144
3695,▁이민,-0.0031041354,-0.04146935
3696,▁이밖에,0.028297506,-0.020057715
3697,▁이번,-0.010951759,-0.012079777
3698,▁이번에,-0.014606144,-0.017886173
3699,▁이벤트,-0.0055407807,0.0034709265
3700,▁이벤트를,-0.003960802,-0.023462864
3701,▁이병헌,0.0027778842,0.023070574
3702,▁이사장,0.02266525,-0.03503588
3703,▁이사회,-0.022761945,-0.023457268
3704,▁이상,-0.044861257,0.039653055
3705,▁이상의,-0.0058517996,0.03273647
3706,▁이서진,-0.008928524,-0.0061481455
3707,▁이수,-0.04039812,0.000108411536
3708,▁이슈,0.045677442,-0.025615316
3709,▁이스라엘,-0.008097315,0.047156274
3710,▁이슬람,-0.016706571,0.05002514
3711,▁이승,0.028312847,0.0147963185
3712,▁이승엽,0.018011957,0.0016415045
3713,▁이시영,-0.08415381,0.0082346955
3714,▁이야기,-0.028385732,-0.023402056
3715,▁이야기를,-0.028114857,-0.035414502
3716,▁이어,-0.010543193,0.01701535
3717,▁이어가고,0.02113892,0.03742918
3718,▁이어갔다,0.043799136,-0.011543587
3719,▁이어졌다,0.03715113,-0.049327243
3720,▁이어지고,0.013059805,0.026148971
3721,▁이어지는,-0.021333028,0.011430421
3722,▁이어진,-0.0035942607,-0.03147617
3723,▁이어질,0.0030779662,0.01617719
3724,▁이에,-0.04807467,-0.0173934
3725,▁이와,-0.0012485026,-0.036828034
3726,▁이용,-0.026253678,0.02666744
3727,▁이용자,0.015172156,-0.016343025
3728,▁이용한,-0.009908714,0.045753416
3729,▁이용할,-0.03568635,0.004728114
3730,▁이용해,0.00907924,0.08135471
3731,▁이웃,0.053153723,0.0032312833
3732,▁이유,-0.009741433,-0.035689484
3733,▁이유는,-0.018403288,-0.00047942853
3734,▁이유로,0.0030359803,0.017789183
3735,▁이유를,-0.031062165,-0.03823569
3736,▁이익,0.007815873,0.018210586
3737,▁이재,-0.028401418,-0.076714024
3738,▁이적,0.008391224,0.016540527
3739,▁이전,-0.0066836514,-0.008177919
3740,▁이정,-0.01309051,-0.039798148
3741,▁이정현,0.032921672,0.074898034
3742,▁이제,0.00843779,0.0136114955
3743,▁이종,-0.007899122,-0.0327771
3744,▁이종석,-0.0030879416,0.0096543655
3745,▁이준,-0.0457283,-0.045520846
3746,▁이중,0.009502921,0.014679624
3747,▁이집트,-0.007185209,0.022533156
3748,▁이처럼,0.0078764,-0.0011074926
3749,▁이탈리아,-0.009125434,0.06903233
3750,▁이틀,0.03101317,0.0015543588
3751,▁이하,-0.093673974,0.028850988
3752,▁이해,-0.017746665,-0.027494974
3753,▁이행,0.009089213,0.032834444
3754,▁이혼,-0.024912551,-0.041804828
3755,▁이효리,-0.0082458295,-0.010096588
3756,▁이후,-0.021586668,0.045920745
3757,▁익,-0.03418556,0.00031342544
3758,▁인,0.03471461,-0.04141745
3759,▁인간,-0.009830719,-0.007025279
3760,▁인구,0.009176697,0.001706956
3761,▁인권,-0.01513307,0.016667506
3762,▁인근,0.01895344,0.04174638
3763,▁인기,-0.0041806195,-0.045359932
3764,▁인기를,-0.017426014,-0.008450681
3765,▁인도,-0.05377785,0.027605072
3766,▁인도네시아,-0.0143474545,0.031233676
3767,▁인력,-0.021301132,-0.04649126
3768,▁인물,-0.03378384,-0.008710809
3769,▁인사,0.0104584405,-0.020247784
3770,▁인사들,0.010623953,-0.007865256
3771,▁인사를,0.027851809,-0.05123853
3772,▁인사청문회,0.025037047,-0.049306415
3773,▁인상,-0.024418928,0.00069568516
3774,▁인생,0.023194082,-0.008733343
3775,▁인선,-0.0031700125,-0.0022701193
3776,▁인쇄,0.027724467,-0.021873817
3777,▁인수,0.04025573,-0.030081082
3778,▁인수위,-0.009328969,0.01836756
3779,▁인수위원,0.01749904,-0.07363847
3780,▁인수위원회,0.016187701,0.0022819573
3781,▁인식,0.039332442,0.0236121
3782,▁인연,0.071841165,-0.0015275069
3783,▁인원,-0.024762671,-0.021758484
3784,▁인재,0.0056817727,0.025688682
3785,▁인정,0.03314171,0.0022601634
3786,▁인정받,0.002905298,-0.026962753
3787,▁인증,0.033304986,0.016243244
3788,▁인증샷,0.018695926,-0.008463039
3789,▁인질,-0.014136026,-0.02472196
3790,▁인천,0.0048080627,-0.07546973
3791,▁인천공항,0.059747167,-0.017349206
3792,▁인천시,0.020987548,-0.057769474
3793,▁인터,0.00095701776,-0.021068055
3794,▁인터넷,0.018931454,-0.028043978
3795,▁인터뷰,0.026548384,0.03651817
3796,▁인터뷰에서,0.086285576,0.00676152
3797,▁인턴기자,0.032881334,-0.025228549
3798,▁인프라,0.024476442,-0.004463713
3799,▁인피니트,-0.020789817,-0.02742152
3800,▁인하,-0.0016020411,0.035517562
3801,▁인한,-0.014376853,0.02529659
3802,▁인해,-0.031198937,0.023421986
3803,▁일,0.013455307,0.02712047
3804,▁일각에서는,0.047990993,0.009214923
3805,▁일단,-0.0048991144,-0.014870208
3806,▁일대,-0.012167701,0.0114569105
3807,▁일반,-0.011132901,-0.01071871
3808,▁일방적,0.045907117,0.008647528
3809,▁일본,-0.029235903,-0.031912006
3810,▁일본의,-0.012386497,-0.014899641
3811,▁일부,-0.016766839,0.020456115
3812,▁일상,-0.015578046,0.027679311
3813,▁일어나,-0.0005298506,0.010782062
3814,▁일어난,0.023379726,-0.0028093904
3815,▁일으키,-0.0044889404,0.0160106
3816,▁일으킨,0.015667584,0.0071065165
3817,▁일을,-0.028439492,0.009936642
3818,▁일이,-0.021795362,-0.015524615
3819,▁일자리,0.006750252,0.0030833904
3820,▁일정,0.0025431197,-0.011733527
3821,▁일제히,0.028646287,0.0035562553
3822,▁일주일,0.011724946,-0.022103257
3823,▁일환으로,0.01102424,-0.009484803
3824,▁읽,-0.013952618,0.004949988
3825,▁잃은,-0.045339186,0.026660874
3826,▁임,-0.019682966,-0.034526285
3827,▁임금,-0.015615704,-0.035869446
3828,▁임기,0.0058937646,-0.018498704
3829,▁임대,0.016438244,-0.029268118
3830,▁임명,0.011023097,0.017267002
3831,▁임시,-0.04727022,-0.009454578
3832,▁임시국회,-0.017435111,-0.020606816
3833,▁임신,-0.015323776,0.004877871
3834,▁임원,-0.052855823,-0.046706557
3835,▁임직원,0.026832053,-0.0066292137
3836,▁입,0.059224937,0.042594373
3837,▁입건,0.057661057,0.030359205
3838,▁입고,0.0044001993,0.15894723
3839,▁입단,0.05323708,-0.05681535
3840,▁입력,0.012787739,-0.0074606324
3841,▁입법,-0.015450766,-0.05394489
3842,▁입원,0.007725737,-0.018958485
3843,▁입은,0.021316048,0.06092222
3844,▁입장,-0.0073155384,-0.0407151
3845,▁입장을,-0.0068421923,-0.049517646
3846,▁입장이다,0.028808251,-0.012946267
3847,▁입주,0.031996526,-0.036288112
3848,▁입증,0.03712248,0.0052286237
3849,▁입지,0.025060607,-0.059420027
3850,▁입찰,0.030340185,-0.07149145
3851,▁입학,0.033508956,-0.043672204
3852,▁잇,0.006176926,0.00013463199
3853,▁잇따라,0.02396431,0.034287423
3854,▁있,-0.043547716,-0.0033431724
3855,▁있게,-0.028567668,-0.038049832
3856,▁있겠,-0.009734789,0.0056709144
3857,▁있고,-0.032591812,0.009139846
3858,▁있기,-0.0036889017,0.017500367
3859,▁있느냐,0.023437388,-0.020681283
3860,▁있는,-0.04512075,0.0028803085
3861,▁있는데,-0.0053527607,-0.03035603
3862,▁있다,-0.009184515,0.0061717625
3863,▁있다고,0.043455593,0.0032259936
3864,▁있다는,0.010263276,-0.012867077
3865,▁있던,0.0009817649,0.010514252
3866,▁있도록,-0.031215275,-0.015653528
3867,▁있습니다,0.038291104,0.029025467
3868,▁있어,-0.0639331,-0.02249328
3869,▁있어서,-0.041109048,-0.02542694
3870,▁있어야,-0.002305102,-0.00384996
3871,▁있었,0.002388148,-0.023761671
3872,▁있었는데,0.011337235,-0.036601625
3873,▁있었다,0.02259248,0.004798084
3874,▁있었던,-0.021307785,0.0062820553
3875,▁있었지만,0.01808067,-0.040035088
3876,▁있으나,-0.016056402,-0.0091919005
3877,▁있으니,-0.003140483,0.01836801
3878,▁있으며,-0.050324816,0.005634507
3879,▁있으면,0.007305565,0.07636983
3880,▁있을,0.010464841,0.026172642
3881,▁있을까,0.010349402,0.03411179
3882,▁있을지,0.015237828,-0.009609463
3883,▁있음,0.015568637,0.03518993
3884,▁있지,-0.028512832,-0.01592996
3885,▁있지만,-0.010006911,-0.042487722
3886,▁자,0.05780621,0.012040466
3887,▁자격,-0.03259778,0.0053280434
3888,▁자극,0.035389654,-0.014656665
3889,▁자금,-0.0066879257,-0.063713506
3890,▁자기,-0.013023986,0.004565697
3891,▁자녀,0.054960147,0.031339817
3892,▁자동,-0.016346985,-0.017651135
3893,▁자동차,-0.002715671,0.037305593
3894,▁자랑,0.043870118,0.027487012
3895,▁자료,-0.043660037,-0.011180978
3896,▁자료를,-0.036963813,0.003009148
3897,▁자리,-0.024092453,-0.0592653
3898,▁자리를,-0.011334626,-0.018276643
3899,▁자리에,-0.0590647,0.014195418
3900,▁자리에서,-0.016534809,0.009567109
3901,▁자발적,-0.0005850777,-0.004003099
3902,▁자본,0.013258481,-0.06663294
3903,▁자본시장,-0.0106075965,-0.054586213
3904,▁자사,-0.02137255,0.002508955
3905,▁자산,0.029196655,0.06373324
3906,▁자살,0.036360063,0.044652984
3907,▁자세,-0.009102636,0.047384195
3908,▁자세한,0.005795317,-0.02544735
3909,▁자신,0.027297322,-0.0055135526
3910,▁자신감,0.0007243552,0.05438775
3911,▁자신들,0.002003139,-0.017648092
3912,▁자신을,0.043480657,-0.009205356
3913,▁자신의,0.0039673364,0.005658591
3914,▁자신이,0.0045112325,0.008938274
3915,▁자아냈다,0.032698147,0.007672664
3916,▁자연,-0.027299117,0.03213046
3917,▁자연스럽게,0.012444718,0.001274093
3918,▁자원,-0.017288376,-0.011393461
3919,▁자원봉사,0.029296342,-0.00014422135
3920,▁자유,0.01313027,-0.062246576
3921,▁자율,0.004649367,0.0043717977
3922,▁자전거,-0.026139446,0.021438012
3923,▁자존심,0.0626547,0.0023098402
3924,▁자주,-0.003786344,0.06846328
3925,▁자체,2.134405e-05,0.053617954
3926,▁자체가,-0.025273198,-0.008862695
3927,▁자칫,-0.0059564225,0.03580247
3928,▁자택,0.059567526,0.027365446
3929,▁자회사,0.029843003,-0.026835453
3930,▁작,0.016173098,-0.05581624
3931,▁작가,0.0017902888,-0.045484073
3932,▁작곡,0.0040132347,-0.05182911
3933,▁작년,-0.007688733,-0.023554815
3934,▁작동,-0.0025307925,0.018376434
3935,▁작성,0.0077355797,-0.025813838
3936,▁작업,-0.034928612,-0.04271065
3937,▁작업을,-0.034650307,-0.044154964
3938,▁작용,0.005308433,-0.04876278
3939,▁작은,-0.04729406,0.016170476
3940,▁작품,0.010713505,-0.04018323
3941,▁잔,0.003231844,0.013982195
3942,▁잘,-0.0054431036,-0.03003048
3943,▁잘못,0.031181294,0.0054410473
3944,▁잘못된,0.011376432,-0.024399955
3945,▁잠,0.0142546315,0.014042409
3946,▁잠시,0.027629897,0.006870921
3947,▁잠실,0.015497504,0.0033269534
3948,▁잠재,0.06202957,-0.012580294
3949,▁잠정,0.03128458,0.030648492
3950,▁잡,-0.0016595806,-0.027580967
3951,▁잡고,-0.0026455093,0.03361558
3952,▁잡아,-0.015468795,-0.02688756
3953,▁잡았다,0.028224349,-0.015707077
3954,▁장,0.004187029,0.0037348494
3955,▁장관,0.050252438,0.011528945
3956,▁장관은,0.060156547,0.013403546
3957,▁장기,-0.017647361,0.01553989
3958,▁장난,-0.018330414,0.069608055
3959,▁장르,-0.017092204,-0.019978214
3960,▁장면,0.0706263,0.038293988
3961,▁장비,-0.02538088,-0.017618392
3962,▁장소,0.0072739925,0.012268291
3963,▁장애,-0.025677927,0.029641233
3964,▁장애인,0.008420901,-0.009823551
3965,▁장윤정,-0.048482247,-0.01714449
3966,▁장점,0.007177359,0.040064067
3967,▁장착,-0.041143607,0.0077957893
3968,▁장학금,0.00813167,-0.032627817
3969,▁재,-0.0067551015,0.0134710595
3970,▁재가동,-0.03466745,0.011632747
3971,▁재개,0.0061166007,0.038471997
3972,▁재건축,0.011610892,-0.04925897
3973,▁재계약,-0.0012977698,-0.047960594
3974,▁재난,-0.010941464,-0.00089923013
3975,▁재능,-0.003116212,-0.018452747
3976,▁재무,0.016578538,-0.06139016
3977,▁재미,0.0022939297,-0.013299411
3978,▁재미있,0.028934747,-0.009267628
3979,▁재발,0.02279761,0.09615535
3980,▁재발방지,-0.011941747,0.0051713213
3981,▁재벌,0.031514622,-0.030744
3982,▁재산,-0.017386362,0.027842212
3983,▁재원,0.031051096,0.0036906488
3984,▁재정,0.008452828,-0.07131925
3985,▁재정절벽,-0.04658585,-0.04802157
3986,▁재판,0.054135144,-0.06988225
3987,▁재판부는,0.039833885,-0.034737986
3988,▁재활,-0.0052667204,0.008966205
3989,▁쟁점,0.013730993,0.00078387745
3990,▁저,0.032985948,0.034647945
3991,▁저녁,0.011868048,-0.035901163
3992,▁저렴,0.024602113,-0.013229847
3993,▁저소득층,0.014732084,0.0020653154
3994,▁저장,0.035151776,0.080457956
3995,▁저지른,-0.01778004,-0.031482197
3996,▁적,0.022225961,0.049235284
3997,▁적극,0.012187884,-0.011360876
3998,▁적극적으로,-0.02285897,0.0005699489
3999,▁적극적인,-0.01603754,-0.0231665
4000,▁적립,-0.006345437,-0.02928139
4001,▁적발,0.028651556,0.029711653
4002,▁적시타,0.010927562,0.019931844
4003,▁적어,-0.017962568,-0.012015742
4004,▁적용,-0.013121058,0.013838042
4005,▁적은,0.020750713,0.029851258
4006,▁적응,0.061908245,-0.06775741
4007,▁적이,0.010312071,-0.016310342
4008,▁적자,0.057845972,-0.04740594
4009,▁적절,0.015077811,0.025603011
4010,▁적지,0.0034512598,0.022035064
4011,▁적합,-0.02458277,-0.019478112
4012,▁전,-0.024331119,-0.044982146
4013,▁전개,0.025695872,0.007979451
4014,▁전국,-0.009852167,-0.017456807
4015,▁전기,-0.05573252,-0.021422725
4016,▁전날,-0.0031744912,0.049166877
4017,▁전날보다,0.06284136,-0.008786189
4018,▁전남,0.03247231,-0.0482584
4019,▁전년,0.009788198,-0.06710077
4020,▁전년대비,0.010833752,-0.09313734
4021,▁전년동기,-0.00083061866,-0.08435564
4022,▁전달,-0.042483922,-0.012088139
4023,▁전담,0.02472733,0.025259607
4024,▁전두환,0.0034244955,0.013293257
4025,▁전략,-0.031709816,-0.017341137
4026,▁전력,0.029128905,-0.022233998
4027,▁전망,0.036838945,0.024258185
4028,▁전망된다,0.052703254,0.0009047595
4029,▁전망이다,0.035674725,0.012124606
4030,▁전망치,0.0494176,-0.0036028023
4031,▁전망했다,0.048863463,0.02246448
4032,▁전면,-0.011901206,-0.014746518
4033,▁전문,-0.00045057852,0.028610215
4034,▁전문가,0.034855705,0.018602101
4035,▁전문가들,0.018361561,-0.030549653
4036,▁전문가들은,0.035828102,-0.0035285037
4037,▁전반,-0.0062612873,-0.035522606
4038,▁전반기,-0.019785551,-0.009883648
4039,▁전부터,0.017837249,0.07270992
4040,▁전북,0.00502762,-0.041618753
4041,▁전세,0.0130381305,-0.032575447
4042,▁전세계,-0.0068707094,0.0034183417
4043,▁전시,0.0421852,0.001276819
4044,▁전액,-0.018773558,0.029216973
4045,▁전에,-0.02033842,-0.035406075
4046,▁전역,-0.0220482,-0.020287864
4047,▁전용,-0.016398067,0.0029765777
4048,▁전원,-0.02243098,0.042473264
4049,▁전자,0.022027375,-0.0035968837
4050,▁전쟁,-0.0457354,-0.052854713
4051,▁전주,-0.02643346,-0.0039265826
4052,▁전지현,-0.019097231,0.07196942
4053,▁전지훈련,0.02558982,-0.024544993
4054,▁전체,-0.024665829,0.0015430329
4055,▁전체회의,-0.026175147,-0.016572416
4056,▁전통,-0.000682593,-0.023928108
4057,▁전투,0.00088644587,-0.048213057
4058,▁전파,0.04158577,0.0064146947
4059,▁전해,-0.0009557549,-0.020771509
4060,▁전해졌다,0.016440459,-0.008693656
4061,▁전했다,0.01961803,-0.025968675
4062,▁전혀,-0.026636811,0.031986877
4063,▁전형,0.029518407,-0.012535491
4064,▁전화,0.016383605,0.010467422
4065,▁전환,0.013529355,0.025328264
4066,▁전후,-0.015148284,0.049857706
4067,▁절,0.01906418,0.024055723
